NAME;FRECUENCY;MEAN_AGE;GEN
ANA JOSEFA;1895;57,6;F
CRESCENCIA;1895;73,2;F
RAIMUNDA;1894;72,4;F
SAMANTHA;1893;20,9;F
BLANCA ESTHER;1892;52,9;F
MARYAM;1888;16;F
DIVINA;1886;65,1;F
DANIELLA;1884;5,7;F
EKATERINA;1884;30,5;F
ILEANA;1884;44,4;F
NOURA;1884;27,5;F
ROGELIA;1883;70,1;F
ENCARNACION MARIA;1877;39,4;F
ENEDINA;1876;70,3;F
CORNELIA;1875;47,7;F
MARIA ESMERALDA;1875;45,4;F
MARIA JOSEFINA;1871;58;F
JANET;1867;35,3;F
DOMITILA;1860;70,9;F
ASMAE;1854;23,1;F
IRENE MARIA;1854;28,2;F
MARTHA;1847;43,8;F
MONIKA;1846;39,3;F
GINESA;1844;62,3;F
RABIA;1841;41,7;F
MISERICORDIA;1839;58,5;F
MARIA ANUNCIACION;1838;64,9;F
ELIANA;1837;28,6;F
ANTONINA;1835;66,7;F
MARIA AMALIA;1834;55;F
ANA PAULA;1830;32,1;F
AGNES;1825;34,9;F
AMIRA;1824;7,7;F
MARIA CORO;1813;56,9;F
CIPRIANA;1811;71,3;F
CAMELIA;1804;39,5;F
JULITA;1804;68,5;F
BLASA;1800;68,6;F
ARLET;1797;3,6;F
CLAUDIA MARIA;1795;25,7;F
SEVERINA;1792;72,2;F
IVANA;1776;26,7;F
AINTZANE;1773;31,3;F
KAOUTAR;1772;20,1;F
ROSA ELENA;1769;46,1;F
ERUNDINA;1765;72,4;F
FLORICA;1762;46,3;F
MARIA JULIANA;1762;55,2;F
FARIDA;1759;40,4;F
OLVIDO;1758;67,2;F
PURA;1749;68,8;F
RANIA;1745;8;F
MARIA ROSER;1741;56,5;F
MARIA EMMA;1740;50,5;F
MARIA MARTA;1740;50,1;F
JOVITA;1733;66,7;F
SILVANA;1728;34,1;F
ANDREEA;1726;21,6;F
MARGARITA MARIA;1722;50,6;F
YOLANDA MARIA;1722;41,2;F
CESAREA;1717;74,3;F
JOSUNE;1717;35,1;F
YARA;1715;14,1;F
BEATRIZ MARIA;1713;35,5;F
LENUTA;1711;42,2;F
GALINA;1707;48,8;F
ENERITZ;1704;21,1;F
ESPERANZA MACARENA;1700;31,9;F
IDOYA;1700;38,6;F
IULIANA;1699;37,9;F
GARBIÑE;1694;43,4;F
YOUSRA;1694;12,2;F
HAKIMA;1693;34,1;F
CLAUDIA PATRICIA;1690;38,6;F
CANDELAS;1688;67,1;F
LUCINDA;1688;65,9;F
FLOR MARIA;1686;46,3;F
PAOLA ANDREA;1686;31,2;F
HOUDA;1683;20,9;F
YOANA;1683;26,1;F
CORINA;1682;37,1;F
CLAUDINA;1681;68,2;F
DORA;1681;54,8;F
JOSEPA;1677;69,1;F
NABILA;1675;27,5;F
MARIA ICIAR;1673;55,4;F
FOUZIA;1667;36,3;F
MIREN EDURNE;1665;51,7;F
NEREIDA;1658;29,8;F
ALAITZ;1656;20,4;F
CUSTODIA;1655;62,9;F
MARIA MACARENA;1651;37,6;F
BLANCA ROSA;1648;53,2;F
SANDRA MILENA;1642;35,8;F
MARIA PETRA;1638;61,5;F
ANDREA MARIA;1636;23;F
LEOCADIA;1635;67,1;F
MARIA FELICIDAD;1635;56,2;F
DANA;1630;16,9;F
DOMINICA;1630;70,1;F
BENILDE;1629;70,9;F
MARIA MILAGROSA;1628;54;F
ALDARA;1625;12,5;F
SUSANNA;1624;38,8;F
MARTHA CECILIA;1618;45,7;F
MAYRA;1617;25,6;F
CHAIMAE;1612;15,1;F
MARIA LIDIA;1607;52,2;F
NOELIA MARIA;1607;29,8;F
ARRATE;1606;29,2;F
MARIA MILAGRO;1606;55,8;F
AGRIPINA;1605;71,4;F
CATHERINE;1602;41,3;F
ETELVINA;1602;70,4;F
LIDIA ESTHER;1600;42,4;F
CARLA MARIA;1599;18,9;F
MARIA PATRICIA;1596;38,9;F
JOANNA;1594;27,5;F
AINOHA;1593;14,3;F
LORENA MARIA;1592;27,6;F
MILENA;1591;24,9;F
AMERICA;1589;65,3;F
ZULEMA;1589;29,6;F
MAIA;1586;13;F
AQUILINA;1585;71,4;F
ARIANE;1584;15,1;F
CLEMENCIA;1582;66,1;F
DAFNE;1581;10,7;F
KARLA;1581;13;F
DEMETRIA;1580;72,3;F
LIBRADA;1580;65,8;F
ANA JESUS;1577;49,5;F
SAMANTA;1573;22,8;F
DALIA;1570;30;F
ALEJANDRA MARIA;1565;28,8;F
ADOLFINA;1558;65,4;F
LOURDES MARIA;1556;30,4;F
MELANI;1556;17,7;F
YASMINE;1556;10,3;F
ALESSANDRA;1553;26,3;F
MARIA ANDREA;1547;45,9;F
MARIA TRANSITO;1547;61,2;F
ROSA DELIA;1543;47,8;F
MARIA SILVIA;1541;44,7;F
ASTRID;1535;26,5;F
CARMEN GLORIA;1527;48,3;F
EVELIA;1519;67,2;F
SHEYLA;1519;17,1;F
ELBA;1518;25,4;F
INDIRA;1518;12;F
AMADORA;1516;67,9;F
MARIA CORAL;1512;46;F
SANDRA PATRICIA;1510;39,3;F
VIVIANA;1509;33,6;F
SANTA;1506;60,4;F
AURORA MARIA;1505;39,7;F
CEFERINA;1501;71,1;F
ALEJANDRINA;1499;65,1;F
MERYEM;1499;24,1;F
DIANA CAROLINA;1497;25,5;F
CELINA;1496;52,4;F
HILDA;1494;54,7;F
MARTA ISABEL;1494;38,2;F
ANGELICA MARIA;1493;32,1;F
SOUMIA;1488;28,2;F
EDITH;1487;37,6;F
FADMA;1483;54,2;F
PINO;1481;65,9;F
ANA PATRICIA;1479;33,5;F
MARIA DELIA;1478;56;F
MARIA ENRIQUETA;1478;58,1;F
ALMA MARIA;1477;31,4;F
DORINA;1477;44,8;F
MARIA CRISTO;1477;44,4;F
HIND;1476;22,3;F
MARIA SARA;1476;56,1;F
MARIA SOFIA;1474;44,6;F
VASILICA;1470;42,9;F
MARIA PATROCINIO;1465;64,9;F
ELEUTERIA;1463;72,7;F
CARMEN ROCIO;1461;29,4;F
TOURIA;1461;39,5;F
THALIA;1459;10,4;F
NATALIA MARIA;1458;28,6;F
SAMIA;1453;21,5;F
SARA ISABEL;1451;31,1;F
AISHA;1445;8,8;F
KRISTINA;1445;27,3;F
AMARA;1435;16,8;F
MARIA GORETTI;1434;40;F
TANIA MARIA;1433;28,3;F
ARIANNA;1428;13,9;F
HOURIA;1422;38,9;F
CHRISTINE;1419;54,8;F
RUTH MARIA;1417;35,7;F
GRACIA MARIA;1416;37,8;F
SYLVIA;1416;46,6;F
PILAR MARIA;1413;40,9;F
JOHANNA;1409;30;F
MARIA ALEXANDRA;1408;26,6;F
MARIA ARANTZAZU;1408;46,9;F
MARIA FLORA;1407;59,5;F
FATOUMATA;1406;20,8;F
NAOUAL;1405;29,3;F
LINDA;1394;43,4;F
MANAL;1392;11,6;F
HALYNA;1390;46,8;F
SALIMA;1389;25,3;F
RICARDA;1388;71,4;F
GRETA;1387;13,7;F
OLHA;1387;43,2;F
FLORINA;1384;35,6;F
LAYLA;1382;23,2;F
GUACIMARA;1380;30,4;F
MARIA CABEZA;1379;52,3;F
MARIA HORTENSIA;1379;59,3;F
MARIA LETICIA;1378;40,2;F
LARISA;1375;39,2;F
FABIANA;1373;48,6;F
ZAHIRA;1371;16,1;F
MARINELA;1370;36,6;F
GRISELDA;1367;45,9;F
MARCIANA;1367;71,6;F
ANA MERCEDES;1366;45,4;F
DAYANA;1363;14,4;F
MARIA ELOISA;1362;53;F
MARIA PRESENTACION;1362;65,9;F
MARIA PUERTO;1361;47,9;F
PENELOPE;1361;29,5;F
VALLE;1359;46,9;F
DENISE;1358;31,5;F
LUMINITA;1356;39,5;F
MALEN;1354;7,3;F
HERMELINDA;1348;64,9;F
ELSA MARIA;1346;40,2;F
HANNA;1338;33,9;F
CRUZ;1337;64;F
KATHERINE;1334;25;F
SOUKAINA;1333;18,9;F
ESTEL;1332;17;F
HELIODORA;1332;72,7;F
MARIA HELENA;1330;45;F
MARIA VEGA;1328;52,5;F
FELICITA;1327;68,1;F
SEILA;1326;28,1;F
ADRIANA MARIA;1325;31,7;F
MARIA JESUSA;1325;63,3;F
LINA MARIA;1321;36,2;F
LYUDMYLA;1319;47,5;F
SUSAN;1319;53,7;F
LIVIA;1315;38,1;F
LEANDRA;1312;64,2;F
RENATA;1305;35,2;F
GHIZLANE;1303;25;F
LLUISA;1302;62,7;F
LUA;1301;9,8;F
ANA LAURA;1297;30,6;F
MARIA IGNACIA;1297;62,2;F
ASMAA;1295;23,3;F
XIANA;1294;9,8;F
ANA ROCIO;1291;30,9;F
MARIA OLVIDO;1291;60,9;F
MARIA FLORENCIA;1290;42,7;F
MARTA ELENA;1289;43,5;F
SANAA;1288;27,5;F
BONIFACIA;1287;74,3;F
CORAIMA;1287;12,2;F
DULCENOMBRE;1287;60,9;F
ANA CAROLINA;1284;30,7;F
MARIA PUY;1283;56;F
YULIA;1279;30;F
AGATA;1276;25,4;F
ALBERTA;1276;67,1;F
LIUDMILA;1276;49,3;F
DOUNIA;1275;17,9;F
ADELA MARIA;1274;44;F
MARIA NAZARET;1274;28,7;F
ASSIA;1273;27;F
JUANA ANTONIA;1272;60,8;F
XIOMARA;1269;24,5;F
GARA;1268;14,4;F
MIREN JOSUNE;1266;46,1;F
IRANTZU;1262;28;F
EPIFANIA;1259;67,4;F
ANA DELIA;1258;45,7;F
BELLA;1258;48,3;F
ANA ESTHER;1255;41,2;F
IVETTE;1254;21,8;F
NELLY;1254;46,7;F
LAUREANA;1253;68,7;F
MARIA AMAYA;1249;50,2;F
IBTISSAM;1244;19,9;F
MARIA VIOLETA;1244;51,4;F
STEFANIA;1243;31;F
MARIA MONTAÑA;1240;43,4;F
CARMINA;1239;48,1;F
ERMITAS;1238;70,6;F
ISABEL CRISTINA;1235;39,8;F
MARIA MONICA;1235;41,8;F
CHIARA;1232;20,5;F
SILVINA;1229;65,4;F
HAFSA;1222;11,4;F
SOL;1219;16,3;F
SABAH;1218;29,9;F
IRAIDE;1216;18,3;F
CARMEN TERESA;1214;48,8;F
JOANA MARIA;1212;35,3;F
ENMA;1211;22,1;F
KIARA;1208;9,2;F
ALEGRIA;1207;47,7;F
MARIOARA;1206;47,8;F
REMEI;1202;61,9;F
CELEDONIA;1201;70,2;F
FADOUA;1200;27,2;F
JUANITA;1200;60,8;F
MARIA FLORENTINA;1200;58;F
JACOBA;1199;66,4;F
MIREN NEKANE;1199;49,7;F
NEMESIA;1197;72,4;F
MARIA CASTILLO;1193;50,3;F
LEONARDA;1191;66;F
ELIZABET;1190;29,8;F
MARIA ARGENTINA;1190;64,7;F
ASMA;1189;23,8;F
MARIA ELSA;1188;54,7;F
MARIA CAMILA;1187;20;F
MARIA ADELAIDA;1184;53,2;F
MARITZA;1182;44;F
MARY;1181;52,6;F
FLAVIA;1180;23,6;F
JUANA ROSA;1179;55,1;F
MARIA NATALIA;1177;40,6;F
FUENCISLA;1175;62,1;F
GIOVANNA;1175;31,4;F
ANA VANESSA;1174;33,4;F
CARMEN NIEVES;1174;49,8;F
LEONIDES;1171;73,4;F
MARGARET;1170;62;F
JORDINA;1169;26,6;F
ROSA CARMEN;1165;53,6;F
ITSASO;1162;21,6;F
AMOR;1161;57,9;F
LILIA;1159;42,1;F
NADIYA;1154;45,8;F
DOSINDA;1151;71,7;F
ANTOLINA;1149;70,4;F
PEREGRINA;1149;69,8;F
YULIYA;1148;32;F
DOINA;1147;45,1;F
BASMA;1145;7,3;F
HASNA;1144;27,5;F
EVARISTA;1143;72;F
MARIA HERMINIA;1143;57,1;F
MARIANELA;1140;42,2;F
FATMA;1138;46,9;F
MARIA IZASKUN;1137;53,4;F
STEPHANIE;1136;29;F
MARIA DESIREE;1128;34,5;F
NADINE;1128;22,7;F
NATHALIE;1127;33,5;F
CASANDRA;1125;22,1;F
KAWTAR;1123;9,2;F
REGLA;1122;59,8;F
NOUR;1121;6,3;F
ARES;1117;11,6;F
MARIA SEÑOR;1116;56,1;F
OUMAIMA;1116;13,4;F
ANGELES MARIA;1112;44,1;F
ANISOARA;1110;41,2;F
MARIA FUENCISLA;1108;58,2;F
HIPOLITA;1106;72,4;F
ELENE;1104;10,2;F
MARIEM;1103;23,8;F
MANAR;1098;7,8;F
MARIA ASSUMPCIO;1098;59,2;F
ELIDA;1095;62,5;F
FULGENCIA;1095;69,6;F
MARIA ESTIBALIZ;1092;45,6;F
MARIA JUNCAL;1091;52,9;F
ANIA;1090;14,5;F
CLARA EUGENIA;1086;43,6;F
LAURA ISABEL;1085;30;F
GIULIA;1083;17,5;F
PEPITA;1081;70,5;F
YADIRA;1081;18,8;F
AUXILIADORA;1080;47;F
LILIAN;1080;36,1;F
NIEVES MARIA;1080;43,9;F
FATIMA MARIA;1079;31,4;F
MARIA ELIZABETH;1078;39;F
ISABELA;1076;14,3;F
MARTHA LUCIA;1075;47,6;F
WIAM;1073;6,9;F
GEORGIANA;1072;27;F
HELEN;1071;35,6;F
SAFAE;1069;11,9;F
STELLA;1069;30,1;F
AGURTZANE;1068;42,6;F
MAGALI;1064;27,1;F
ARIADNE;1060;6,6;F
MARIA AGUILA;1059;49,7;F
COLOMA;1058;59,3;F
PRAXEDES;1058;69,1;F
MIREN KARMELE;1055;52,2;F
DORIS;1054;49,9;F
AHLAM;1053;16,2;F
JOAQUIMA;1051;73;F
MARIA ESTEFANIA;1051;34,6;F
GABINA;1049;71,2;F
YUMARA;1049;11;F
LAUDELINA;1046;71,3;F
LUDIVINA;1046;68,1;F
MILAGRO;1046;64,6;F
DALILA;1045;31,9;F
ESTRELLA MARIA;1045;35,9;F
CRISTINA ISABEL;1044;33,2;F
JUNCAL;1044;27,6;F
MARIA ADELINA;1044;55,6;F
CINTHIA;1043;20,4;F
HIGINIA;1042;71,8;F
JESSICA MARIA;1041;26,8;F
EDITA;1039;57,2;F
DULCE NOMBRE;1034;56,6;F
VIRGINIA MARIA;1028;35,6;F
MONTSE;1026;45,2;F
VANESA MARIA;1026;32,2;F
ANA SOFIA;1025;26,5;F
NURIA ESTHER;1023;39,1;F
YVONNE;1022;44,9;F
SALIHA;1020;34,9;F
JANIRA;1018;16,1;F
CARMEN ISABEL;1017;46,3;F
MELODY;1017;18,4;F
MARIA NELIDA;1015;56,9;F
MARIA REGINA;1015;55,1;F
EVELIN;1013;24,8;F
ESCOLASTICA;1011;71,4;F
YESENIA;1011;21,7;F
FATOU;1009;29,4;F
NAZIHA;1009;39,5;F
MARIA BERTA;1004;58,2;F
FELICISIMA;1002;73,1;F
LYUBOV;1000;49,9;F
MARIAMA;1000;23;F
ARMINDA;996;49,4;F
MARIA AURELIA;996;56;F
MAYTE;995;27,1;F
PROVIDENCIA;994;66,7;F
QUITERIA;994;66,4;F
INNA;991;37,6;F
HELGA;985;48,4;F
LAURENTINA;983;73,1;F
PAQUITA;982;66;F
LEA;975;16,7;F
NAZARETH;975;19,9;F
TRANSITO;974;67,6;F
VICENTA MARIA;974;54,3;F
LARA MARIA;973;26,9;F
OXANA;973;37,1;F
ALICE;972;30,5;F
JOSEFA ANTONIA;972;63,2;F
LENA;972;14,8;F
EMILY;971;12;F
ALLA;970;43,4;F
AMINATA;968;22;F
FANNY;968;41,5;F
ALEXANDRA MARIA;966;21,6;F
HONORINA;964;72,4;F
MABEL;964;34,9;F
MARIA ANTONIETA;964;53;F
TALIA;964;19,1;F
AURA;963;21,9;F
MARIA BENITA;961;59,1;F
CARMEN ELENA;960;42;F
JOHANA;960;20,5;F
DIANA MARCELA;959;28,5;F
DOLORES CARMEN;958;55,1;F
GUIOMAR;958;27,5;F
LLANOS;958;55,7;F
BRIGITTE;957;52;F
CLARISA;957;61,4;F
MIMOUNT;957;52,9;F
VICTORIA MARIA;957;33,7;F
GLORIA ESTHER;954;45,5;F
AINHIZE;952;10,7;F
EMILIA MARIA;952;45,3;F
LUZ ADRIANA;952;37,3;F
MAURA;950;58,6;F
VIKTORIYA;950;31,4;F
JAQUELINE;948;30;F
VERONICA MARIA;948;32,9;F
AGAPITA;946;75,1;F
JUANA TERESA;946;57,5;F
AINHARA;945;7,8;F
ANA GLORIA;945;45,4;F
MARIA DELFINA;940;59,4;F
VANESSA MARIA;938;32,4;F
ANA JULIA;937;42,3;F
CARMEN LUISA;937;50,4;F
CATHAYSA;936;22,9;F
MARIA ISOLINA;936;61,5;F
LOIDA;933;30,7;F
NAHIKARI;932;17,4;F
OMAIMA;932;9,9;F
RKIA;932;45,8;F
LUCIA CARMEN;931;29,9;F
MELANY;930;12,7;F
AIDA MARIA;929;33,4;F
ANA JOSE;928;42,7;F
GALYNA;928;48;F
CONCHA;927;60,2;F
TERESITA;926;59,1;F
ANA ELENA;925;38,2;F
CAMINO;924;32,8;F
VALENTYNA;924;51,3;F
ROSALBA;923;50;F
MARIA RAFAELA;919;55,5;F
MARIA REGLA;918;49,4;F
ESTELA MARIA;917;30;F
HERMENEGILDA;916;70,6;F
MIREN ITZIAR;915;51,8;F
KARMELE;914;47,8;F
DIANA PATRICIA;912;36,4;F
MOUNIA;912;29,5;F
NAWAL;911;23,2;F
ADELIA;910;64,8;F
ANA MARGARITA;909;45,9;F
FLOAREA;908;50,5;F
CAROLINE;907;33,1;F
LEONCIA;907;72,9;F
CHANTAL;906;32,1;F
ECATERINA;903;43,9;F
NICULINA;901;47,3;F
ANE MIREN;900;39,8;F
HUMILDAD;900;69,4;F
ELISABETA;896;44,6;F
KARIN;896;54;F
NOOR;895;8,3;F
ROSA ELVIRA;894;50,1;F
URBANA;894;71,9;F
ZENAIDA;894;40,3;F
CARMEN BELEN;892;34,7;F
LIBE;892;18,4;F
SHAILA;891;15,9;F
RIM;890;7,5;F
SOPHIE;889;20,4;F
CONSOL;888;64,3;F
CAROLA;887;30,5;F
JENNY;887;35,8;F
ISABEL CARMEN;886;46,2;F
ROCIO CARMEN;885;29,9;F
TELMA;884;11,9;F
SANA;883;22,8;F
IXONE;882;18,8;F
MARIA NOEMI;882;41,1;F
NEZHA;882;36,2;F
OLGA LUCIA;882;43,6;F
BELEN MARIA;879;29,8;F
ROMANA;879;67,8;F
MARIA PEÑA;877;50,9;F
AROHA;876;14,1;F
ILDEFONSA;874;69,2;F
LOREDANA;874;31,4;F
VERONIKA;874;27,9;F
SEVERIANA;871;72,1;F
WENDY;871;33,3;F
YAMNA;869;46,5;F
MARIA FILOMENA;868;58;F
MARIA LIDON;868;48,8;F
ZIORTZA;865;28,3;F
ZOILA;865;55;F
SETEFILLA;860;51,2;F
ALEKSANDRA;859;24,7;F
JOSEFA CARMEN;859;58,6;F
SALOUA;856;28;F
JUANA ANA;852;65;F
CLEMENTA;851;69;F
ELVA;851;48,2;F
GUILLERMA;851;69,1;F
MERCEDES MARIA;851;43,9;F
MAGDA;850;48,1;F
INAS;849;5,3;F
CONCEPCION MARIA;848;50,1;F
GENARA;848;71,3;F
INDARA;848;7,5;F
JEZABEL;848;28,8;F
KATERYNA;846;34,3;F
MARIA OFELIA;846;58,8;F
REBECCA;846;23,5;F
MARIA ASSUMPTA;844;55,7;F
CONCHITA;842;64,8;F
ROSINA;842;65,3;F
ELENA ISABEL;841;37,1;F
JULENE;841;18;F
ATIKA;840;34,6;F
MAREN;840;8,6;F
SOUMAYA;840;26,1;F
AIXA;839;19,5;F
ZAKIA;839;31,9;F
ANSELMA;833;71,8;F
VENANCIA;833;73,2;F
HASNAE;832;25,7;F
ROCIO PILAR;832;36,3;F
JUANA ISABEL;830;50;F
CARMEN LUCIA;829;33;F
ANTONELLA;828;20,3;F
DUNA;828;9,8;F
ROBERTA;827;39,4;F
TEODOSIA;827;73,1;F
CORA;826;18,5;F
SAFIA;825;36;F
NOAH;824;6,5;F
YAMILA;824;27,3;F
ANA CECILIA;821;40,9;F
MARIA GREGORIA;821;59,5;F
MELINA;820;23,8;F
IVONNE;819;32,6;F
CONSTANCIA;818;71,7;F
SHEILA MARIA;818;22,1;F
ATENEA;814;11,7;F
LLUNA;813;9,6;F
ROSA PILAR;813;51,9;F
BRAULIA;808;71;F
CAROL;808;36,1;F
DULCE;808;48,2;F
ZARA;808;19,6;F
ELODIA;806;64,8;F
ELEONORA;805;36,8;F
LISA;805;25,5;F
DANAE;804;16,5;F
ALIA;803;26,4;F
MARIA RESURRECCION;801;61;F
SAFAA;799;10,3;F
FRANCINA;795;35,3;F
SECUNDINA;795;73,9;F
STELA;795;38,9;F
ALTAGRACIA;794;48,8;F
CHAYMAE;794;13,3;F
NIDIA;794;32,9;F
YAIZA MARIA;794;25;F
NATACHA;792;25,5;F
UDANE;792;8,8;F
JUANA DOLORES;790;56,7;F
MIMOUNA;790;45,7;F
NATASHA;789;17;F
HARIDIAN;788;18,6;F
ZAINAB;788;14,7;F
ANA GABRIELA;787;25,9;F
GADEA;787;9,5;F
LUANA;787;15,3;F
LETICIA MARIA;786;31,2;F
SOPHIA;786;10,8;F
YANET;786;30,3;F
ANAHI;785;17,9;F
GLORIA PATRICIA;785;43,1;F
MARIA CANDIDA;784;58,4;F
NAILA;784;14;F
DACIL;783;29;F
FATIMA EZZAHRA;782;18,5;F
ARSENIA;781;71,3;F
ASHLEY;781;7,3;F
ASIA;781;19,4;F
LUZ ELENA;780;46;F
MARIE;779;44,1;F
ANAMARIA;778;28;F
EFIGENIA;778;68,9;F
YENIFER;778;23,5;F
AURICA;777;47,9;F
CHAIMAA;777;13;F
EMMA MARIA;776;34,7;F
ANA FRANCISCA;774;48,2;F
MELCHORA;774;69,6;F
MARIA OTILIA;772;61,9;F
ALAIA;770;8,7;F
EUSTAQUIA;770;73,1;F
DULCE NOMBRE MARIA;769;45,1;F
MARIA DANIELA;768;29,8;F
IGONE;766;36,1;F
LINA MARCELA;765;27;F
MARIA AVELINA;765;59,2;F
VALERIE;765;46,5;F
MARIA GRACIELA;764;47;F
CAROLINA MARIA;763;32,3;F
HADDA;763;45,7;F
KHADDOUJ;760;51,2;F
MARIA EVANGELINA;760;59,6;F
LUZ DARY;758;49,1;F
LARRAITZ;756;28,1;F
XIMENA;756;21,3;F
FLOR;755;50,1;F
MIOARA;754;41,8;F
OUAFAE;754;29,4;F
VILMA;754;42,2;F
MARIA SACRAMENTO;752;57,6;F
FRANCISCA ISABEL;751;50,6;F
AIORA;750;13,4;F
LUZ STELLA;750;48;F
MARIA ILUMINADA;749;54,2;F
MARIA ELIA;748;53,6;F
ALBA LUCIA;747;34,7;F
MAIRA;746;26,6;F
EUNICE;745;34,9;F
MAYRA ALEJANDRA;745;25,2;F
NADA;745;13,8;F
SOFIA MARIA;745;20,5;F
TAMAR;745;29,9;F
MONICA PATRICIA;744;40,3;F
MOUNA;743;27,9;F
FEDERICA;742;41,5;F
EUFRASIA;741;70,9;F
IRACHE;741;25,2;F
MIGUELINA;741;52,6;F
JOY;740;34,9;F
MARIA CONCEPCIO;740;61,5;F
MARIA VALENTINA;739;38,3;F
NAJIA;739;38,8;F
BAHIJA;738;36,4;F
CHAIMA;738;10,6;F
GERMANA;738;73,1;F
HANAE;737;17,3;F
BEATRIZ ELENA;736;42,4;F
LEONOR MARIA;736;42,9;F
ALBA ROCIO;735;20,8;F
MARIA TISCAR;734;51;F
ROSA BLANCA;734;53,1;F
MARIA FELIX;733;49,7;F
MYRIAN;733;33,4;F
MARIA GADOR;731;50,4;F
SIMONE;731;40,7;F
IMELDA;730;56,9;F
CARMEN ROSARIO;728;48,9;F
GALLA;728;9,2;F
ROSARIO CARMEN;728;49,5;F
JULIE;725;39,9;F
LEONISA;725;74,7;F
AGNIESZKA;724;35,4;F
MARIANA JESUS;724;50,2;F
LIUBOV;723;48,4;F
EVELINA;722;34,9;F
MARCIA;722;40;F
ANN;721;64,1;F
MARIA ITZIAR;718;52,1;F
DOUAA;716;6,6;F
MARIA CLAUDIA;716;41,3;F
YANIRE;716;15,8;F
KIRA;714;13,3;F
SHIRLEY;713;43,3;F
DELIA MARIA;712;37,4;F
LAIDA;711;16,9;F
BARBARA MARIA;710;36,2;F
VIVIAN;710;35,2;F
AHINOA;709;14,4;F
ANA ROSARIO;709;44,7;F
FAIZA;708;29,2;F
NORAH;708;13,6;F
ANA ALICIA;707;32,6;F
BERTA MARIA;707;43,5;F
MARIA ENCINA;705;49,9;F
MARIA GERTRUDIS;705;54,6;F
MILOUDA;705;41,8;F
ASSUMPCIO;703;65,1;F
KENIA;703;22,5;F
NASSIRA;703;30,9;F
CONSTANTA;700;48,1;F
GLORIA INES;700;49,9;F
JADE;700;9,5;F
FIONA;699;17,4;F
MARIIA;699;34,4;F
MADALINA;698;26,7;F
MARIA DIVINA;698;62,9;F
NIHAD;694;11,7;F
ZOULIKHA;694;42,7;F
BELARMINA;693;74,1;F
LARYSA;692;47,8;F
MARIA GENOVEVA;692;53,9;F
ISIS;691;19;F
JASMINA;690;23,9;F
TETIANA;690;37,6;F
ANNE MARIE;688;55,6;F
MAROUA;688;8,7;F
SELMA;687;19,6;F
AIALA;686;10,2;F
MANUELA MARIA;686;50;F
ANCA;684;32,5;F
IONE;682;23,6;F
ANA RAQUEL;681;36,7;F
CHRISTINA;681;38,6;F
RAJAE;680;27,2;F
ILENIA;677;17;F
MARIA TERESA JESUS;676;58,7;F
HERMOSINDA;675;71,6;F
SALADINA;674;68,8;F
JUANA JOSEFA;673;60,8;F
MARIA OBDULIA;673;59,3;F
MARYNA;672;34,9;F
MARIA AMERICA;671;63,8;F
ELENA CRISTINA;667;31,8;F
GLORIA ISABEL;667;45,8;F
IARA;667;10,7;F
LILIYA;667;39,1;F
MARIA ROSALIA;667;57,6;F
ANA LUZ;666;42,3;F
BALTASARA;664;72,4;F
GERALDINE;664;28,4;F
WISSAL;663;8,6;F
FRANCISCA ROSA;662;54;F
RADIA;662;38,4;F
VIRGILIA;662;71,8;F
MAJDA;661;25;F
ANUNCIA;660;73,3;F
ANICETA;659;71,6;F
DESIDERIA;659;68,4;F
TERESA CARMEN;659;50,4;F
MARIA DIGNA;657;62,2;F
OROSIA;657;72;F
OMAIRA;656;31,7;F
CIRILA;655;72;F
DOUAE;654;6,8;F
MARIA CELINA;654;58,2;F
VINYET;654;12;F
ANISSA;653;32,7;F
ELVIRA MARIA;653;42,7;F
MARIA MONTE;653;46,8;F
DANIA;652;20,7;F
MARIA CORTES;652;40,8;F
ZULEIMA;652;16,2;F
JOSEFA DOLORES;651;58,5;F
DANIELA MARIA;650;19,1;F
IVANKA;650;43,7;F
MARIA REBECA;650;36,8;F
YING;650;31,1;F
JING;649;29,3;F
NADEZDA;649;45,9;F
SERENA;648;24,7;F
ALBERTINA;647;63;F
HERMINDA;647;70,9;F
SABINE;647;46,5;F
VENTURA;647;68,5;F
MARIA BELLA;646;49,5;F
MARIA FABIOLA;646;46,7;F
GISELLE;645;16,3;F
LAURA CRISTINA;645;29,7;F
MARIA HUERTAS;645;52,5;F
IRAIDA;644;27;F
IRANZU;644;22,3;F
NISRINE;644;17,9;F
REBECA MARIA;644;25,4;F
MARIA PIA;643;43,5;F
NATALIIA;643;36,1;F
ANALIA;642;25,4;F
EMERENCIANA;642;72,1;F
NISRIN;642;10,5;F
NAYELI;640;7,4;F
INDIA;639;4,8;F
VANIA;639;20,4;F
ROSANNA;638;37,7;F
AMY;635;16;F
STELLA MARIS;635;51,2;F
ANA MARTA;634;41,2;F
OLEKSANDRA;634;37,6;F
YANA;634;25,9;F
JEAN;633;67,8;F
KATARZYNA;633;33,6;F
MANOLI;632;53,2;F
MARIANNE;632;53,1;F
NATALYA;631;40,8;F
AGUEDA MARIA;630;38,2;F
MARIA CRUCES;629;49;F
ANA MILENA;628;38,8;F
PERFECTA;628;73,5;F
ANASTASIYA;626;22,4;F
BETTY;626;49,4;F
MARIA IDOYA;626;47,6;F
MARIA JOSEP;626;48,9;F
PALOMA MARIA;626;34,2;F
